Category ID	Category Name	Number	Name	Year Released	Weight (in Grams)	Dimensions
179	Racers / Drome Racers	8360-1	Track Racer	2003	51	14.2 x 9.5 x 3.8
179	Racers / Drome Racers	8370-1	Nitro Stunt Bike	2003	242	24 x 14 x 7
179	Racers / Drome Racers	8371-1	Extreme Power Bike	2003	241	24 x 14.5 x 7
273	Bionicle	K8564-1	Ultimate Bohrok Swarm Kit	2002	?	? x ? x ?
273	Bionicle / Toa Nuva	K8566-1	Toa Nuva Hero Kit	2003	?	? x ? x ?
273	Bionicle	K8533-1	Find the Power BIONICLE Kit	2001	?	? x ? x ?
273	Bionicle / Bohrok	K8563-1	Bohrok Swarm Kit	2002	?	? x ? x ?
170	Alpha Team	65118-1	Alpha Team Secret Mission Collector's Pack	2002	?	? x ? x ?
67	Town / Classic Town / Traffic / Legends	10041-1	Main Street (Reissue)	2003	1240	47.8 x 28.6 x 7
124	Train / 9V	K10020-1	Santa Fe Starter Kit	2002	?	? x ? x ?
124	Train / 9V	K10022-1	Santa Fe Train Kit	2002	4385	? x ? x ?
174	Studios	K1383-1	Scary Monster Madness Kit	2002	?	? x ? x ?
169	Sculptures	K3451-1	Famous Planes Kit	2002	?	? x ? x ?
65	Star Wars / Mini	K4487-1	Star Wars Miniatures Kit I	2003	?	? x ? x ?
124	Train / Supplemental / 9V	K4515-1	Ultimate Track Kit	1992	?	? x ? x ?
124	Train / Supplemental / 9V	K4516-1	Oval Track Kit	1992	?	? x ? x ?
124	Train / Supplemental / 9V	K4519-1	Cross Track Kit	1992	1030	? x ? x ?
124	Train / Supplemental / 9V	K4520-1	Special Track Kit	1992	?	? x ? x ?
124	Train / Supplemental / 9V	K4531-1	Deluxe Track Kit	1992	1345	? x ? x ?
437	Explore / Explore Imagination / Duplo / Basic Set	3515-1	African Adventures	2003	822	48 x 28.5 x 5.8
437	Explore / Explore Imagination / Duplo / Basic Set	3514-1	Rhino and Lion	2003	?	? x ? x ?
65	Star Wars / Star Wars Episode 4/5/6	4483-1	AT-AT, black box	2003	2081	57.5 x 38.3 x 9
273	Bionicle / Bohrok-Kal	8578-1	Gahlok-Kal	2003	175	10.7 x 9 x 15.8
273	Bionicle / Bohrok-Kal	8577-1	Pahrak-Kal	2003	170	10.7 x 9 x 15.8
273	Bionicle / Bohrok-Kal	8576-1	Lehvak-Kal	2003	170	10.7 x 9 x 15.8
273	Bionicle / Bohrok-Kal	8575-1	Kohrak-Kal	2003	170	10.7 x 9 x 15.8
273	Bionicle / Bohrok-Kal	8574-1	Tahnok-Kal	2003	181	10.7 x 9 x 15.8
273	Bionicle / Bohrok-Kal	8573-1	Nuhvok-Kal	2003	170	10.7 x 9 x 15.8
473	Sports / Basketball	3584-1	Rapid Return	2003	127	? x ? x ?
444	Galidor	K8310-1	Galidor Defender Kit	2002	?	? x ? x ?
437	Explore / Explore Being Me	5434-1	Baby Stack 'n Learn	2002	?	? x ? x ?
437	Explore / Explore Imagination	4343-1	Storybuilder Pink Palace Magic	2003	?	? x ? x ?
67	Town / Town Jr. / Police	6636-1	Police Headquarters	2002	1130	? x ? x ?
36	Technic / Star Wars / Star Wars Episode 2	4481-1	Hailfire Droid	2003	1050	38.2 x 28.6 x 9.5
473	Sports / Soccer	K3409-1	Ultimate Soccer Stadium Kit	2000	?	? x ? x ?
65	Star Wars / Mini / Star Wars Episode 4/5/6	4488-1	Millennium Falcon - Mini	2003	134	14.5 x 14.5 x 4.5
65	Star Wars / Mini / Star Wars Episode 4/5/6	4489-1	AT-AT - Mini	2003	131	14.5 x 14.5 x 4.5
65	Star Wars / Mini / Star Wars Episode 2	4490-1	Republic Gunship - Mini	2003	140	14.5 x 14.5 x 4.5
65	Star Wars / Mini / Star Wars Episode 1	4491-1	Trade Federation MTT - Mini	2003	140	14.5 x 14.5 x 4.5
273	Bionicle / Supplemental	8599-1	Krana-Kal Mask Pack	2003	23	9.4 x 7 x 3.8
273	Bionicle / Rahkshi	8587-1	Panrahk	2003	200	10.5 x 8.6 x 18.5
273	Bionicle / Rahkshi	8588-1	Kurahk	2003	201	10.5 x 8.5 x 18.5
273	Bionicle / Rahkshi	8590-1	Guurahk	2003	210	10.5 x 8.5 x 18.5
273	Bionicle / Titans	8593-1	Makuta	2003	470	23.5 x 28.5 x 7
273	Bionicle / Titans	8596-1	Takanuva	2003	540	28.5 x 28.5 x 7
273	Bionicle / Supplemental	8580-1	Kraata	2003	23	5 x 5 x 5.8
179	Racers / Radio Control	8369-1	Dirt Crusher RC (Yellow)	2003	3475	57.5 x 38 x 13
179	Racers / Drome Racers	8363-1	Baja Desert Racers	2003	930	47.7 x 28.6 x 7
179	Racers / Track System	8364-1	Multi Challenge Race Track	2003	2600	58 x 40 x 12
179	Racers / Drome Racers	8365-1	Tuneable Racer	2003	?	? x ? x ?
179	Racers / Radio Control	8366-1	Supersonic RC	2003	2167	57.6 x 48 x 7
482	Discovery	7469-1	Mission to Mars	2003	500	28.6 x 28.6 x 5.8
482	Discovery	7470-1	Space Shuttle Discovery	2003	1204	48 x 28.5 x 7
482	Discovery	7471-1	Mars Exploration Rover	2003	1395	48 x 38.2 x 6.8
482	Discovery	7467-1	International Space Station	2003	250	19 x 19 x 6
482	Discovery	7468-1	Saturn V Moon Mission	2003	315	28.6 x 19 x 5.9
473	Sports / Hockey	65182-1	Slammer Stadium	2003	1634	56.9 x 33 x 8.5
473	Sports / Hockey	3543-1	Slammer Goalie	2003	176	8.7 x 8.7 x 18.8
473	Sports / Hockey	3545-1	Hockey Puck Feeder	2003	355.41	19 x 7.2 x 28.6
67	Town / World City / Police	7030-1	Squad Car	2003	77	? x ? x ?
67	Town / World City / Police	7031-1	Helicopter	2003	148	19 x 14.3 x 5.8
67	Town / World City / Police	7032-1	Police 4WD and Undercover Van	2003	234	19 x 19 x 5.8
67	Town / World City / Police	7033-1	Armored Car Action	2003	364	28.5 x 19 x 6
67	Town / World City / Police	7034-1	Surveillance Truck	2003	587	28.5 x 28.6 x 5.9
67	Town / World City / Police	7035-1	Police HQ	2003	1015	38.2 x 28.4 x 7
473	Sports / Gravity Games	3535-1	Skateboard Street Park	2003	147	14.2 x 14.2 x 4.8
473	Sports / Gravity Games	3537-1	Skateboard Vert Park Challenge	2003	410	28.5 x 19 x 7
473	Sports / Gravity Games	3538-1	Snowboard Boarder Cross Race	2003	760	38.2 x 28.4 x 6.8
473	Sports / Hockey	3540-1	Puck Passer	2003	176	8.7 x 8.7 x 18.8
473	Sports / Hockey	3541-1	Slap Shot	2003	176	8.7 x 8.7 x 18.8
473	Sports / Hockey	3542-1	Flip Shot	2003	176	8.7 x 8.7 x 18.8
124	Train / 9V / World City	4511-1	High Speed Train	2003	1910	47.7 x 28.5 x 11.2
124	Train / 9V / World City	4512-1	Cargo Train	2003	2596	57.7 x 38.3 x 11.2
124	Train / 9V / World City	4513-1	Grand Central Station	2003	953	38.1 x 28.5 x 7
124	Train / 9V / World City	4514-1	Cargo Crane	2003	440	28.8 x 28.6 x 7
53	Adventurers / Orient Expedition	7420-1	Thunder Blazer	2003	147.95	14.2 x 14.2 x 6
53	Adventurers / Orient Expedition	7419-1	Dragon Fortress	2003	2355	57.5 x 38.5 x 11
53	Adventurers / Orient Expedition	7416-1	Emperor's Ship	2003	360	28.5 x 19 x 4.7
36	Technic / Model / Fire	8454-1	Rescue Truck	2003	1575	38.5 x 38.5 x 9.5
36	Technic / Model / Construction	8455-1	Back-hoe Loader (Backhoe)	2003	1878	57.5 x 38.25 x 9
36	Technic / Model / Construction	8451-1	Dumper	2003	430	29 x 19 x 6
36	Technic / Model / Construction	8453-1	Front-End Loader	2003	431	28.5 x 19 x 6
36	Technic / Model / Construction	8441-1	Forklift Truck	2003	122	14.5 x 14.5 x 4.5
227	Harry Potter / Chamber of Secrets	4720-1	Knockturn Alley	2003	368	28.8 x 19 x 5.8
227	Harry Potter / Chamber of Secrets	4719-1	Quality Quidditch Supplies	2003	187.98	14.5 x 19.1 x 5.8
473	Sports / Gravity Games	3536-1	Snowboard Big Air Comp	2003	315	19 x 19 x 9.5
273	Bionicle / Rahkshi	8589-1	Lerahk	2003	210	10.5 x 8.5 x 18.5
273	Bionicle / Rahkshi	8592-1	Turahk	2003	210	10.5 x 8.6 x 18.5
273	Bionicle / Rahkshi	8591-1	Vorahk	2003	204	10.5 x 8.6 x 18.5
437	Explore / Explore Imagination / Duplo / Basic Set	3511-1	Funny Crocodile	2003	298	? x ? x ?
437	Explore / Explore Imagination / Duplo / Basic Set	3512-1	Funny Giraffe	2003	?	? x ? x ?
437	Explore / Explore Imagination / Duplo / Basic Set	3513-1	Funny Lion	2003	?	28.6 x 18.9 x 5.8
437	Explore / Explore Being Me	5449-1	Stack 'n' Learn Sorter	2003	?	? x ? x ?
394	Minitalia	11-2	Small Pre-School Basic Set	1973	189	18 x 22.5 x 4.5
53	Adventurers / Orient Expedition	7413-1	Passage of Jun-Chi	2003	191.22	14.5 x 19.1 x 4.8
473	Sports / Basketball	3500-1	Kobe Bryant polybag	2003	5.48	8.8 x 8.5 x 1.4
63	Service Packs / Space	13-1	Gray Space Elements (Grey Space Elements)	1980	?	? x ? x ?
63	Service Packs / Space	12-1	Blue Space Elements	1980	?	? x ? x ?
422	Universal Building Set / Basic	393-2	Tow Truck	1986	?	? x ? x ?
171	Creator / Basic Set	7831-1	Make-Believe Bucket	2002	524	? x ? x ?
422	Universal Building Set / Supplemental	3033-2	Basic Bulk Tub (International Version)	2002	2102	41.2 x 27.8 x 19.4
153	Fabuland	341-2	Cathy Cat's & Morty Mouse's Cottage	1979	?	? x ? x ?
34	Space / Life On Mars	7321-1	Mizar polybag	2001	2.7	8.9 x 8.7 x 1
478	Bulk Bricks / Castle	3732-1	Castle Expander Pack	2000	51.16	? x ? x ?
124	Train / 9V / My Own Train	4186875-1	9V Platform and Mini-figures	2002	98	14 x 10 x 6
124	Train / 9V / My Own Train	4186876-1	Passenger Wagon Blue (White Box)	2002	355	28.9 x 19.2 x 5.7
422	Universal Building Set / Basic	390-1	Helicopter	1986	?	30 x 15 x 5
422	Universal Building Set / Basic / Police	391-2	Police Car	1986	?	? x ? x ?
422	Universal Building Set / Basic / Fire	392-2	Fire Engine	1986	?	? x ? x ?
67	Town / Town Jr. / Police	1149-1	Air Police polybag	2002	?	? x ? x ?
469	Spider-Man / Spider-Man 1	4851-1	The Origins	2003	460	28.5 x 28.5 x 6
469	Spider-Man / Spider-Man 1	4850-1	Spider-Man's first chase	2003	315	28.5 x 19 x 7
473	Sports / Basketball	3530-1	Tony Parker polybag	2003	5	8.8 x 8.7 x 1.4
473	Sports / Basketball	3529-1	Pau Gasol polybag	2003	6	8.7 x 8.7 x 1.4
976	LEGO Brand / Legoland Parks / Holiday & Event / Halloween	LLCAPUM1-1	Build N Buy Pumpkin (Happy) (Legoland California)	2002	?	? x ? x ?
976	LEGO Brand / Legoland Parks / Holiday & Event / Halloween	LLCAPUM2-1	Build N Buy Pumpkin (Sad) (Legoland California)	2002	?	? x ? x ?
976	LEGO Brand / Legoland Parks / Holiday & Event / Christmas	LLCA06-1	Holiday Gift Box (Red Box, White Bow) (Legoland California)	2002	?	? x ? x ?
976	LEGO Brand / Legoland Parks / Bionicle	LLCABR1-1	Hau Mask - Green Brick (Legoland California)	2001	?	? x ? x ?
976	LEGO Brand / Legoland Parks / Bionicle	LLCABR2-1	Hau Mask - Blue Brick (Legoland California)	2001	?	? x ? x ?
976	LEGO Brand / Legoland Parks / Bionicle	LLCABR3-1	Hau Mask - Red Brick (Legoland California)	2001	?	? x ? x ?
48	Belville / Golden Land	5856-1	Paprika and the Mischievous Monkey	2003	108	19 x 14.2 x 4.7
48	Belville / Golden Land	5857-1	Safran's Amazing Bazaar	2003	424	28.5 x 28.5 x 9.5
48	Belville / Golden Land	5858-1	The Golden Palace, Blue Box	2003	1300	? x ? x ?
48	Belville / Fairy-Tale	5859-1	Little Garden Fairy	2003	108	19 x 14.2 x 4.7
48	Belville / Fairy-Tale	5861-1	Fairy Island	2003	467	38 x 28.6 x 7
48	Belville / Fairy-Tale	5862-1	Flower Fairy Party, Blue Box	2003	816	47.5 x 28 x 9.5
469	Spider-Man / Spider-Man 1	4852-1	The final showdown	2003	878	48 x 29 x 7.5
53	Adventurers / Orient Expedition	7422-1	Red Eagle	2003	52	9.4 x 14.3 x 3.8
53	Adventurers / Orient Expedition	7423-1	Mountain Sleigh	2003	46	9.4 x 14.3 x 3.8
53	Adventurers / Orient Expedition	7424-1	Black Cruiser	2003	50	9.4 x 14.3 x 3.8
486	Designer Sets / Traffic	4100-1	Maximum Wheels	2003	707.8	? x ? x ?
277	Legoland / Building	00-2	Weetabix Promotional House 1	1976	?	? x ? x ?
277	Legoland / Building	00-3	Weetabix Promotional House 2	1976	?	? x ? x ?
174	Studios	cokejpiii-1	Japanese Coca-Cola Studios Polybag Collection, sets 4056 thru 4079	2001	?	? x ? x ?
473	Sports / Soccer	cokesoccer-1	Japanese Coca-Cola Soccer collection, sets 4443 thru 4472	2002	?	? x ? x ?
422	Universal Building Set / Ferries	1923-1	Viking Line Ferry	1989	?	? x ? x ?
390	Holiday & Event / Easter	10071-1	Mr. Bunny polybag	2002	24	17 x 16.5 x 1.5
65	Star Wars / Star Wars Other	swminifigs-1	Star Wars Minifigure Packs 4-Pack	2000	?	? x ? x ?
62	Rock Raiders	rrminifigs-1	Rock Raider Minifigure Packs 3-Pack	2000	146	? x ? x ?
284	Ninja	cnminifigs-1	Ninja Minifigure Packs 3-Pack	2000	?	? x ? x ?
67	Town	tominifigs-1	Town Minifigure Packs 2-Pack	2000	?	? x ? x ?
174	Studios	nqstudios-1	Nesquik Studios Promo 3-Pack	2001	?	? x ? x ?
67	Town	shtown99small-1	Shell Town 1999 Promotional (complete set)	1999	?	? x ? x ?
67	Town	tktour-1	Tour De France (complete set)	2000	?	? x ? x ?
9	Castle / Knights Kingdom I	kkchrome-1	Knight's Kingdom Chrome Series (complete set)	2000	?	? x ? x ?
473	Sports / Soccer	3401-2	Shoot 'n' Score - with ZIDANE / Adidas Minifigure	2000	?	? x ? x ?
65	Star Wars / Star Wars Episode 2	65153-1	Jango Fett's Slave I (Set 7153) with Carrying Case	2002	?	? x ? x ?
166	Educational & Dacta / Technic	9650-1	Scenery Resource Set	2002	2026	? x ? x ?
166	Educational & Dacta / Technic	9649-1	Technology Resource Set	2002	1847	40 x 30 x 16
171	Creator / Basic Set	4023-1	Fun and Adventure	2003	?	? x ? x ?
171	Creator / Basic Set	4028-1	World of Bricks	2003	894	27.2 x 21.2 x 21.2
273	Bionicle / Bohrok-Kal	K8573-1	Bohrok-Kal Kit	2003	?	? x ? x ?
273	Bionicle / Supplemental	8600-1	Krana-Kal Mask Bag (Non-US Version) polybag	2003	?	? x ? x ?
171	Creator / Basic Set	4029-1	Build with Bricks	2003	?	? x ? x ?
273	Bionicle / Bohrok-Kal	K8578-1	Ultimate Bohrok-Kal Kit	2003	?	? x ? x ?
486	Designer Sets / Airport	4098-1	High Flyers	2003	399	28.5 x 19 x 4.5
486	Designer Sets / Creature	4401-1	Little Creations	2003	122	14.2 x 19 x 4.5
486	Designer Sets / Traffic	4096-1	Micro Wheels	2003	295	28 x 19 x 4
486	Designer Sets / Robot	4099-1	Robobots	2003	604	29 x 29 x 6
486	Designer Sets / Creature	4101-1	Wild Collection	2003	826	38 x 28.5 x 6
486	Designer Sets / Robot	4097-1	Mini Robots	2003	328	28.5 x 19 x 4.5
171	Creator / Basic Set	4013-1	Create and Imagine - Tub	2003	?	41 x 28 x 19
179	Racers / Drome Racers	4299-1	Nesquik Quicky Racer polybag	2002	20.8	14 x 13.5 x 2
490	Clikits	4210292-1	Clikits Promotional Set with 3 x 3 Hanging Frame	2003	47.14	12 x 12 x 2
422	Universal Building Set / Basic	1651-1	Basic Building Set Trial Size	1993	79.68	14.3 x 7.2 x 4.8
422	Universal Building Set / Basic	kabbasic-1	Kabaya Basic 4-Pack	2000	?	? x ? x ?
284	Ninja	kabninja-1	Kabaya Ninja 4-Pack	1999	?	? x ? x ?
36	Technic / RoboRiders	kabrobo-1	Kabaya RoboRider 4-Pack	2000	?	? x ? x ?
473	Sports / Soccer	kabsoccer-1	Kabaya Soccer 3-Pack	2002	?	? x ? x ?
67	Town / Extreme Team	kabextreme-1	Kabaya Extreme Team 4-Pack	1999	?	? x ? x ?
67	Town / Space Port	kabspace-1	Kabaya Space Port 4-Pack	1999	?	? x ? x ?
166	Educational & Dacta / Duplo / Dolls	9126-1	Dolls Medium Set	2001	?	? x ? x ?
166	Educational & Dacta / Duplo / Dolls	9127-1	Dolls Large Set	2001	?	? x ? x ?
478	Bulk Bricks	3493-1	2 x 2 White Smooth Tiles	2000	60	14 x 13 x 1
290	Value Packs	4127417-1	Walmart (Wal-Mart) Co-Pack with Carry Case	?	?	? x ? x ?
478	Bulk Bricks	3447-1	1 x 3 x 4 Wall Element Transparent Blue (Train Window)	2000	63	17 x 17 x 2.5
478	Bulk Bricks	3507-1	1 x 4 x 3 Wall Element Clear	2001	65	17 x 17 x 2.5
478	Bulk Bricks	10009-1	Assorted Blue Bricks	2001	?	? x ? x ?
167	Duplo / Basic Set	2751green-1	Duplo Egg, Green Base (Forest Friend)	2000	74	9.5 x 8.3 x 8.3
167	Duplo / Basic Set	2751red-1	Duplo Egg, Red Base (Dog with Blanket)	2000	76.7	? x ? x ?
167	Duplo / Basic Set	2751yellow-1	Duplo Egg, Yellow Base (Mom with Baby)	2000	100	8 x 8 x 10
167	Duplo / Basic Set	2751All4-1	Duplo Eggs, Set of Four	2000	?	? x ? x ?
167	Duplo / Basic Set	2751blue-1	Duplo Egg, Blue Base (Little Boy with Car)	2000	?	? x ? x ?
34	Space	3928-1	Sandy Moondust, Mars Rover Mission Astrobot Female polybag	2002	4	? x ? x ?
422	Universal Building Set / Basic Set	1944-1	Basic Set with Storage Case	1983	?	? x ? x ?
124	Train / 9V / World City	10027-1	Train Engine Shed	2003	1650	48 x 38.5 x 6.8
167	Duplo / Duplo, Town / Harbor	2684-1	Dinghy	1997	122	190 x 94 x 46
478	Bulk Bricks	3492-1	2 x 2 Black Smooth Tiles	2000	49	? x ? x ?
437	Explore / Explore Imagination / Duplo / Basic Set	4084-1	Bucket	2002	602	? x ? x ?
395	Samsonite / Model Maker / Traffic	311-5	Remote Control Car/Truck Set	1970	?	? x ? x ?
422	Universal Building Set / Basic Set	1619-1	Storage Bucket	1986	?	? x ? x ?
423	Classic / Supplemental	510-2	Tiles	1965	?	? x ? x ?
169	Sculptures / Mosaic	k34431-1	Mosaic Cat	2003	?	? x ? x ?
169	Sculptures / Mosaic	k34432-1	Mosaic Dino	2003	?	? x ? x ?
169	Sculptures / Mosaic	k34433-1	Mosaic Johnny Thunder	2003	?	? x ? x ?
169	Sculptures / Mosaic	k34434-1	Mosaic Tiger	2003	?	? x ? x ?
63	Service Packs	10-1	Tree and Signs	1980	?	? x ? x ?
63	Service Packs	7-1	Battery Box	1980	?	? x ? x ?
63	Service Packs	8-1	Replacement 4.5V Motor	1981	?	? x ? x ?
34	Space	3929-1	Biff Starling, Mars Rover Mission Astrobot Male polybag	2002	4	? x ? x ?
9	Castle	K10039-1	Legend Castle Collection	2003	?	? x ? x ?
437	Explore / Explore Together / Duplo / Duplo, Town / Fire	3657-1	Fire Fighters	2003	?	? x ? x ?
437	Explore / Explore Together / Duplo / Duplo, Town / Police	3656-1	Police Action	2003	?	? x ? x ?
437	Explore / Explore Together / Duplo / Duplo, Town / Fire	3655-1	Fire Action	2003	?	? x ? x ?
273	Bionicle	1441-1	Fikou (Tree-Spider) polybag	2003	17.8	? x ? x ?
437	Explore / Bob The Builder / Duplo	65177-1	Bob the Builder Co-Pack	2002	3500	78 x 58 x 10
976	LEGO Brand / Legoland Parks	LLBUS-1	Bus (Legoland Deutschland)	2002	90	? x ? x ?
67	Town / Classic Town / Fire	640-2	Fire Truck and Trailer	1978	?	? x ? x ?
422	Universal Building Set / Basic	1562-2	Basic Building Set	1985	69	22 x 6 x 4
65	Star Wars / Star Wars Episode 4/5/6	65030-1	Star Wars Co-Pack of 7104 and 7144	2001	600	39 x 20 x 6
422	Universal Building Set / Supplemental	1857-1	Basic Bricks	1996	?	? x ? x ?
422	Universal Building Set / Basic Set	3032-1	Medium Bucket	1999	?	? x ? x ?
171	Creator / Basic Set	7830-1	Small Bucket	2002	?	? x ? x ?
67	Town / Extreme Team	78597-1	Extreme Action Pack	1999	200	29 x 24 x 5
65	Star Wars / Star Wars Episode 1	65028-1	Star Wars Co-Pack of 7115, 7124, and 7141	2001	?	? x ? x ?
65	Star Wars / Star Wars Episode 1	65034-1	Star Wars Co-Pack of 7121 and 7161	2001	?	? x ? x ?
167	Duplo / Duplo, Town / Fire	2635-1	Fire Engine	1982	?	? x ? x ?
167	Duplo / Duplo, Town / Airport	2622-1	Little Plane	1982	?	? x ? x ?
167	Duplo / Basic Set	2364-1	Medium Circus Bucket	1995	?	? x ? x ?
166	Educational & Dacta / Service Packs	9930-1	Plates, Blue	1998	?	? x ? x ?
166	Educational & Dacta / Service Packs	9929-1	Plates, Red	1998	?	? x ? x ?
166	Educational & Dacta / Service Packs	9931-1	Plates, Yellow	1998	?	? x ? x ?
166	Educational & Dacta / Service Packs	9932-1	Plates, Black	1998	?	? x ? x ?
422	Universal Building Set / Gears	810-3	Gear Truck Set	1974	?	? x ? x ?
422	Universal Building Set / Gears	814-2	Gear Farm Set	1975	254	24.1 x 15 x 3.9
486	Designer Sets / Traffic	7223-1	Yellow Truck polybag	2003	27	14 x 14 x 0
486	Designer Sets / Creature	3223-1	Little Fish	2003	44.7	14.2 x 14.2 x 3.8
478	Bulk Bricks	3488-1	1 x 6 Red Plates	2000	?	? x ? x ?
166	Educational & Dacta / Duplo / Duplo, Town / Traffic	9157-1	Duplo Job Vehicles with Workers	1997	?	? x ? x ?
166	Educational & Dacta / Universal Building Set	9252-1	Large LEGO Basic Set (1994 Version)	1994	?	? x ? x ?
166	Educational & Dacta / Universal Building Set	9254-1	Basic Bricks	1992	?	38 x 29 x 7
166	Educational & Dacta / Supplemental	9256-1	Small Basic Set	1991	?	? x ? x ?
166	Educational & Dacta / Supplemental	9261-1	Sloped Bricks (Roof Tiles)	1996	?	? x ? x ?
166	Educational & Dacta / Supplemental	9266-1	Small Building Plates	1996	?	? x ? x ?
166	Educational & Dacta / Universal Building Set	9273-1	Large LEGO Dacta Basic Set	2000	?	? x ? x ?
166	Educational & Dacta / Town	9354-1	Town Street Theme	1991	2004	42 x 32 x 11
166	Educational & Dacta / Town	9361-1	Community People	1991	?	? x ? x ?
166	Educational & Dacta / Town	9362-1	Road Plates	1991	?	? x ? x ?
166	Educational & Dacta / Technic / Supplemental	9752-1	Technic Control Center II	1996	658	? x ? x ?
422	Universal Building Set / Basic Set	6-3	Basic Set	1973	?	48 x 30 x 6
497	Inventor	4090-1	Motion Madness	2003	490	28.5 x 19 x 6
497	Inventor	4093-1	Wild Windup	2003	685	28.5 x 28.4 x 5.8
497	Inventor	4094-1	Motor Movers	2003	836	38.5 x 28.5 x 6
437	Explore / Bob The Builder / Duplo	3284-1	Bob's Busy Day	2003	?	? x ? x ?
437	Explore / Bob The Builder / Duplo	3285-1	Wendy in the Office	2003	145	9.5 x 14.3 x 9.5
437	Explore / Bob The Builder / Duplo	3286-1	Spud & Bird	2003	135	9.5 x 14.3 x 9.5
277	Legoland / Airport	1560-2	Lufthansa Boeing 727	1976	?	? x ? x ?
174	Studios	4049-1	Quicky the Bunny, Director, Cameraman and Car - Nesquik Promotional polybag	2001	20	14 x 13 x 2
63	Service Packs / Castle	15-1	Castle Mini Figures	1984	?	? x ? x ?
273	Bionicle / Rahkshi	K8587-1	Rahkshi Set (Panrahk and Kurahk)	2003	401	? x ? x ?
478	Bulk Bricks	3508-1	1 x 4 x 5 Black Window Frame with Blue Pane	2001	50	? x ? x ?
478	Bulk Bricks	3448-1	1 x 4 x 5 Black Window Frames with Clear Panes	2000	?	? x ? x ?
478	Bulk Bricks	3449-1	1 x 4 x 6 Black Door Frame with Transparent Blue Panes	2000	32.54	17.3 x 16.7 x 1
277	Legoland / Castle	00-1	Weetabix Castle	1970	?	? x ? x ?
395	Samsonite / Model Maker / Construction	248-2	Factory with Conveyor Belt	1971	?	? x ? x ?
78	Freestyle	1863-1	Freestyle Trial Set	1995	?	1 x 2 x 8
9	Castle	casbon-1	Castle Bonus Pack	1998	?	? x ? x ?
976	LEGO Brand / Legoland Parks	LLKING-1	King (Legoland Deutschland)	2003	30	? x ? x ?
976	LEGO Brand / Legoland Parks	LLSWAN-1	Swan (Legoland Deutschland)	2003	52	? x ? x ?
478	Bulk Bricks	3499-1	Small Spruce Trees	2000	78	? x ? x ?
478	Bulk Bricks	3738-1	Large Spruce Trees	2000	70	? x ? x ?
277	Legoland / Airport	1552-2	Sterling Boeing 727	1974	?	? x ? x ?
179	Racers / Drome Racers	4298-1	Blue Power	2002	?	? x ? x ?
124	Train / 9V / World City	10128-1	Train Level Crossing	2003	945	38.2 x 28.5 x 7
227	Harry Potter	K4701-1	Chamber of Secrets Kit	2002	?	? x ? x ?
273	Bionicle / Titans	8594-1	Jaller & Gukko	2003	430	24 x 28.5 x 7
273	Bionicle / Titans	8595-1	Takua & Pewku	2003	455	24 x 29 x 7.5
273	Bionicle / Matoran of Mata Nui	8585-1	Hafu	2003	58.74	9.3 x 14.3 x 3.7
273	Bionicle / Matoran of Mata Nui	8583-1	Hahli	2003	60.1	9.3 x 14.3 x 3.7
273	Bionicle / Matoran of Mata Nui	8584-1	Hewkii	2003	58.29	9.3 x 14.3 x 3.7
273	Bionicle / Matoran of Mata Nui	8581-1	Kopeke	2003	60.55	9.3 x 14.3 x 3.7
273	Bionicle / Matoran of Mata Nui	8586-1	Macku	2003	58.74	9.3 x 14.3 x 3.7
273	Bionicle / Matoran of Mata Nui	8582-1	Matoro	2003	60.55	9.3 x 14.3 x 3.7
490	Clikits	1385-1	Jewelry Sample polybag	2003	12	11.5 x 14 x 1
473	Sports / Gravity Games	3585-1	Snowboard Super Pipe	2003	1013	47.8 x 28.5 x 11.2
478	Bulk Bricks	3487-1	1 x 6 White Plates	2000	?	? x ? x ?
478	Bulk Bricks	3486-1	1 x 6 Black Plates	2000	?	? x ? x ?
478	Bulk Bricks	3483-1	2 x 4 Black Plates	2000	113	16.5 x 16.5 x 2.5
478	Bulk Bricks	3489-1	2 x 8 Black Plates	2000	?	? x ? x ?
478	Bulk Bricks	3482-1	1 x 8 Red Bricks	2000	?	? x ? x ?
478	Bulk Bricks	3467-1	2 x 8 Red Bricks	2000	116	? x ? x ?
478	Bulk Bricks	3462-1	2 x 4 Red Bricks	2000	115	14 x 16 x 2.6
478	Bulk Bricks	3457-1	2 x 2 Red Bricks	2000	?	? x ? x ?
478	Bulk Bricks	3472-1	1 x 4 Red Bricks	2000	?	? x ? x ?
478	Bulk Bricks	3477-1	1 x 6 Red Bricks	2000	?	? x ? x ?
478	Bulk Bricks	3453-1	2 x 2 Black Bricks	2000	?	? x ? x ?
478	Bulk Bricks	3458-1	2 x 4 Black Bricks	2000	115	14 x 16 x 2.6
478	Bulk Bricks	3463-1	2 x 8 Black Bricks	2000	?	? x ? x ?
478	Bulk Bricks	3468-1	1 x 4 Black Bricks	2000	82.6	? x ? x ?
478	Bulk Bricks	3473-1	1 x 6 Black Bricks	2000	?	? x ? x ?
478	Bulk Bricks	3478-1	1 x 8 Black Bricks	2000	?	? x ? x ?
169	Sculptures	10124-1	Wright Flyer	2003	1390	48 x 39 x 7
390	Holiday & Event	10042-1	American Flag polybag	2002	22	14 x 14 x 0.5
273	Bionicle / Rahkshi	K8592-1	Rahkshi Kaita Za Kit	2003	?	? x ? x ?
